movie,name,review,review_date,published,review_link,top_critic,genre,first_genre,second_genre,year
1917,Bill Newcott,"While in some ways 1917 speaks the visual language of a current-day shooter video game, the performances elevate the film to almost operatic drama",2020-07-25,The Saturday Evening Post,https://www.saturdayeveningpost.com/2020/01/review-1917-movies-for-the-rest-of-us-with-bill-newcott/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Jason Fraley,"From Alfred Hitchcock's """"Rope"""" to Alejandro IĂ±Ăˇrritu's """"Birdman,"""" only a rare few have ever dared to shoot a film that appears to unfold in one single take. Now imagine pulling it off in a war movie with timed explosions all around the set.",2020-07-18,"WTOP (Washington, D.C.)",https://wtop.com/entertainment/2019/12/qa-sam-mendes-salutes-grandfathers-memory-in-single-take-war-flick-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Ricardo Gallegos,"Although 1917 will not change your life, there's no doubt it's an audiovisual spectacle of the highest order. [Full review in Spanish]",2020-07-08,PĂłlvora,https://polvora.com.mx/2020/01/14/critica-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Allen Almachar,"This is a suspenseful, character driven war drama that only intensifies the further along it goes.",2020-07-08,The MacGuffin,https://macguff.in/film-reviews/1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Adam Lubitow,"As a formal exercise, it's impossible not to admire. But when it comes to that crucial emotional connection, it left me feeling stranded in no man's land.",2020-07-01,Rochester City Newspaper,https://www.rochestercitynewspaper.com/rochester/along-for-the-ride/Content?oid=11262912,FALSE,"history,drama,war",history,"drama,war",2020
1917,Yasser Medina,A cinematic experience that shakes my sensations at the time it moves me to the hell of a war that is constantly threatened by light and darkness. [Full review in Spanish],2020-06-27,Cinemaficionados,https://www.cinemaficionados.com/2020/01/critica-pelicula-1917.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Damond Fudge,[1917 has] a rather simple plot for what turns out to be one of those rare films that can be truly worthy of the title Cinematic Experience.,2020-06-27,"KCCI (Des Moines, IA)",https://www.kcci.com/article/movie-review-1917/30470419,FALSE,"history,drama,war",history,"drama,war",2020
1917,Emmanuel Noisette,"It's safe to say that 1917 is a phenomenal technical display of a captivating war-time drama. It's visually enthralling, and the film is sure to keep you engaged all the way through.",2020-06-22,The Movie Blog,http://www.themovieblog.com/2019/12/review-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Jason Best,Mendes has produced a thrillingly immersive movie... We might be even more involved in the soldiers' fates were we not also boggling over the staggering technical feats that went into the film's making.,2020-05-30,Marie Claire,https://www.marieclaire.co.uk/entertainment/tv-and-film/best-summer-films-699304,FALSE,"history,drama,war",history,"drama,war",2020
1917,Andrew Kendall,1917 ignores larger questions about war for something more personal and humanistic and George MacKay's excellent performance is key to this.,2020-05-04,Stabroek News,https://www.stabroeknews.com/2020/01/11/sunday/reel-encounters/a-day-in-the-life-in-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Shikhar Verma,"A brutal, tense and unforgiving film that achieves the highs in technicality by balancing it with a triumphant look at the bravery on the war-front.",2020-04-28,High on Films,https://www.highonfilms.com/the-50-best-films-of-2019/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Matthew Pejkovic,"A tribute to, and reminder of, those brave men, young and old, who fought on the front lines in a vicious war.",2020-04-18,Matt's Movie Reviews,http://www.mattsmoviereviews.net/movie-critic-reviews/1917.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Casey Chong,"One word: immersive. That's pretty much sums up Sam Mendes' highly-ambitious World War I epic, """"1917"""".",2020-04-14,Casey's Movie Mania,https://www.caseymoviemania.com/2020/01/1917-2019-review/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Tessa Smith,"1917 is one of the best war films I have ever seen. Epic from beginning to end, it truly captures the horrors of trench warfare.",2020-04-08,Mama's Geeky,https://mamasgeeky.com/2020/04/1917-review.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Paul Chambers,A journey worth taking. Mendes keeps his film brilliantly paced throughout.,2020-04-02,Movie Chambers,http://www.moviechambers.com/2020/04/02/hollywoodhome-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Jeff Beck,"Sam Mendes' 1917 is a remarkable technical achievement, utilizing brilliant direction, cinematography, editing, visual effects, production design, and sound design, to tell a spellbinding tale that easily ranks as one of the very best films of 2019.",2020-03-24,The Blu Spot,https://www.thebluspot.com/single-post/2020/03/24/1917-A-Marvelous-Technical-and-Narrative-Achievement,FALSE,"history,drama,war",history,"drama,war",2020
1917,Frank J. Avella,"1917 isn't just a nail-biting war movie, it's a vital and timeless account of heroism and a depiction of humanity at its most desperate yet hopeful. We need stories like this one, especially now.",2020-03-24,Edge Media Network,https://newyork.edgemedianetwork.com/entertainment/movies//288543/_review_::_1917,FALSE,"history,drama,war",history,"drama,war",2020
1917,Bob Chipman,'Arthouse World War I mood-piece as live-action videogame Let's Play' isn't exactly a populous subgenre; though one has to assume 'What if Ernest Hemmingway had made Hardcore Henry?' is a pitch that would raise at least a few eyebrows.,2020-03-22,Escapist Magazine,https://www.escapistmagazine.com/v2/1917-review-escape-to-the-movies/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Julia Swift,The beautiful cinematography cannot make up for the weak screenplay and performances that pale in comparison to Roger Deakins' imagery.,2020-09-20,My Champlain Valley,https://www.mychamplainvalley.com/community/movies/at-the-box-office-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Oggs Cruz,It is a brilliant appropriation of the pains and aches of war for the purpose of creating something that is pure cinema.,2020-02-20,Rappler,https://www.rappler.com/entertainment/movies/251634-1917-review,FALSE,"history,drama,war",history,"drama,war",2020
1917,Federico Furzan,"A cinematic experience on war, tension, and the boundaries of drama within a realistic setting of desperation. [Full review in Spanish].",2020-02-27,Cinelipsis,https://cinelipsis.com/2020/02/27/critica-cine-1917-2019/,FALSE,"history,drama,war",history,"drama,war",2020
1917,David Nusair,"Filmmaker Mendes, working from a script written with Krysty Wilson-Cairns, does a superb job of immediately drawing the viewer into the stylish proceedings...",2020-02-25,Reel Film Reviews,https://reelfilm.com/1917-2/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Brian Gill,"An overwhelming accomplishment in filmmaking, 1917 might be more """"experience"""" than """"film"""" but oh, what an experience it is nonetheless.",2020-02-25,Mad About Movies Podcast,http://madaboutmoviespodcast.com/episodes/2020/1/15/1917,FALSE,"history,drama,war",history,"drama,war",2020
1917,Isaac Feldberg,"It's hard to be immersive when you're constantly calling attention to yourself, and it's impossible when your camera is more the protagonist of your film than your characters.",2020-02-24,Fortune,https://fortune.com/2019/12/27/what-to-watch-skip-theaters-netflix-clemency-just-mercy-sweetheart-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Bob Grimm,An experiment that worked.,2020-02-23,Reno News and Review,https://www.newsreview.com/reno/soldier-on/content?oid=29571573,FALSE,"history,drama,war",history,"drama,war",2020
1917,Sr. Rose Pacatte,"As a whole, the film fails cinematically even if some scenes are effective.",2020-02-18,Sister Rose at the Movies,https://www.patheos.com/blogs/sisterrosemovies/2019/12/1917-is-a-relentless-video-game-like-imagining-of-world-war-i/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Linda Cook,A 'don't-miss' masterpiece.,2020-02-16,"Quad City Times (Davenport, IA)",https://qctimes.com/entertainment/movies/review-incredible-is-a-don-t-miss-for-the-best/article_8c17befc-90b8-56f2-b02c-af37a3e8873e.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Loren King,"However technically impressive it is, """"1917,"""" the movie, is just as pointless.",2020-02-14,Newport This Week (RI),https://www.newportthisweek.com/articles/1917-reveals-nothing-new/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Jim Ross,"Although the story's engagement levels can dip between set pieces, the skill of Mendes' collaborators elevates 1917 to something a little more than the marketing hooks would imply, even if technical prowess still dominates the emotions of the characters.",2020-02-13,TAKE ONE Magazine,http://takeonecinema.net/2020/1917-review/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Morgan Rojas,"One of the most technically proficient, emotionally compelling, and jaw-dropping goliaths of a war film that I've ever seen.",2020-02-13,Cinemacy,https://cinemacy.com/1917-is-a-triumph-unlike-anything-youve-ever-seen/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Shawn Edwards,"Excellent, but more of a technical spectacle than a compelling movie...cinematography is stunning...",2020-02-12,Fox 4 Kansas City,https://www.youtube.com/watch?v=z7H0aciW4dU&list=PLYIuAMO7HHjjMBXV3sEz6ssmoX3rvevyL&index=29&t=0s,FALSE,"history,drama,war",history,"drama,war",2020
1917,Tom Beasley,"1917 is as much of an endurance test in the cinema as it seemingly was on the other side of the camera, and it's one that lands with a grotesque, powerful punch.",2020-02-11,Flickering Myth,https://www.flickeringmyth.com/2020/01/movie-review-1917-2019-2/,FALSE,"history,drama,war",history,"drama,war",2020
1917,James Kendrick,"a gripping, harrowing portrait of war that is made all the more compelling by its tight narrative and temporal focus",2020-02-11,Q Network Film Desk,http://www.qnetwork.com/review/4246,FALSE,"history,drama,war",history,"drama,war",2020
1917,Stephen Rebello,Mendes and Co. make it all seem fresh and vital again. This is a a movie filled with gorgeous and grotesque imagery...,2020-02-11,Playboy Online,https://www.playboy.com/read/10-best-films-2019,FALSE,"history,drama,war",history,"drama,war",2020
1917,Li Lai,Sam Mendes' film makes incremental updates to the war movie genre...,2020-02-08,Mediaversity Reviews,https://www.mediaversityreviews.com/film-reviews/2020/2/8/1917,FALSE,"history,drama,war",history,"drama,war",2020
1917,Carey-Ann Pawsey,The film grabs you from the beginning moments and never really lets you go. It is so realistic that your stomach is in knots wishing the best for the two young soldiers.,2020-02-07,Orca Sound,http://www.orcasound.com/2020/01/27/1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Diane Pershing,"One of the most amazing productions I've ever seen. The cinemaphotography, with its opening super-long tracking shot...(what did we do before Steadicams?)",2020-02-06,Malibu Times,http://www.malibutimes.com/life_and_arts/article_ee812604-4502-11ea-b8f0-8b1a3ba85aeb.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Hugo HernĂˇndez Valdivia,1917 is a great film. [Full Review in Spanish],2020-02-06,CinexcepciĂłn,https://cinexcepcion.mx/1917-una-experiencia-prodigiosa-en-presente-tenso/,FALSE,"history,drama,war",history,"drama,war",2020
1917,William Venegas,It's worth seeing even though one resents the fact that the visual scheme was understood as an end goal in itself. [Full Review in Spanish],2020-02-04,La NaciĂłn (Costa Rica),https://www.nacion.com/viva/cine/critica-de-cine-1917-filme-de-mas-meritos/LBWYKF7SDBHS7DA2ACDQJA3HRA/story/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Guillem Martinez Oya,An audiovisual artwork about the war. The art of the war as Sun Tzu says or the absurd of the war as Sam Mendes Says. Photographically a must [Full review in Spanish],2020-02-04,Cinematismo,https://cinematismo.net/2020/02/04/1917-o-como-visitar-de-otro-modo-la-obra-literaria-de-sun-tzu/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Nick Boyd,"The film is beautifully shot and is exceedingly effective on a visceral level, showing the horrors of war and the bravery that occurs.",2020-02-03,Battle Royale With Cheese,https://battleroyalewithcheese.com/2020/02/1917-nicks-view/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Josh Davis,"In a word, it's a masterpiece.",2020-02-03,Pop Culture Leftovers,http://www.popcultureleftovers.com/1917-review-josh-davis/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Sameen Amer,"The end result is poignant, affecting, and heart-breaking; a film that can stand shoulder to shoulder with the best war movies while serving as a timely reminder of the horrific loss and utter devastation left behind by conflict.",2020-02-03,The News International (Pakistan),https://www.thenews.com.pk/tns/detail/606933-in-the-picture,FALSE,"history,drama,war",history,"drama,war",2020
1917,Matthew Toomey,"Qualms aside, this is still a powerful film that makes effective use of visuals, sound and music.",2020-02-03,ABC Radio Brisbane,http://www.thefilmpie.com/index.php/review/4931-review-1917,FALSE,"history,drama,war",history,"drama,war",2020
1917,Filipe Freitas,"There are some plot distentions, but the film also piles up moments of true fascination... By the end, you'll feel as exhausted as the messenger.",2020-02-02,Always Good Movies,https://alwaysgoodmovies.com/reviews/1917-2019,FALSE,"history,drama,war",history,"drama,war",2020
1917,PJ Nabarro,"A very conservative war film employing a single-take strategy which, ironically, neuters it of any authenticity. It feels stage-managed, curated and airbrushed.",2020-02-01,Patrick Nabarro,https://pnabarro.wordpress.com/2020/02/01/1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Luis MartĂ­nez,"A movie that vibrates, spectacular and febrile. [Full Review in Spanish]",2020-02-01,El Mundo (Spain),https://www.elmundo.es/metropoli/cine/2020/01/08/5e160c4721efa0e5518b4620.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Marcos GandĂ­a,"Emotional and poetic in its spectacular mixture of noise, chaos and almost abstract calm. [Full Review in Spanish]",2020-02-01,Sensacine,http://www.sensacine.com/peliculas/pelicula-265567/sensacine/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Damian Levy,Finding the point in things that seem pointless.,2020-01-31,Jamaica Gleaner,http://jamaica-gleaner.com/article/entertainment/20200127/1917-immersive-experience,FALSE,"history,drama,war",history,"drama,war",2020
1917,BenjamĂ­n Harguindey,"If the technique elevates a simple story to an intense and immersive 'tour de force', the actors raise it in spirit and dignity. [Full review in Spanish]",2020-01-31,EscribiendoCine,http://www.escribiendocine.com/critica/0005184-sin-novedad-en-el-infierno/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Grant Watson,"As a work of visual spectacle,1917 is an exceptional piece of work: in turns dramatic, thrilling, and occasionally trascendent.",2020-01-30,Fiction Machine,http://fictionmachine.com/2020/01/30/review-1917-2019/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Pablo O. Scholz,Much has been said and written about the cinematographic marvel that is 1917... But Sam Mendes movie is much more than that[Full review in Spanish],2020-01-30,ClarĂ­n,https://www.clarin.com/espectaculos/cine/oscar-2020-1917-guerra-horror_0_MuYb1Nvi.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Diego Batlle,A physical and psychic exploration... of the devastating consequences of the First World War. [Full Review in Spanish],2020-01-30,La NaciĂłn (Argentina),https://www.lanacion.com.ar/espectaculos/cine/1917-virtuosismo-y-emocion-para-contar-el-horror-nid2328745,FALSE,"history,drama,war",history,"drama,war",2020
1917,Arturo MagaĂ±a,1917 reminds us how lucky we are to be able to see certain stories accompanied by the complicity and darkness of a movie theater. [Full review in spanish],2020-01-30,Cine Premiere,https://www.cinepremiere.com.mx/1917-critica-pelicula-sam-mendes-oscar.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Sean O'Rourke,A fascinatingly nuanced form of environmental and character evolution.,2020-01-28,Film Ireland Magazine,http://filmireland.net/2020/01/27/review-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Simran Hans,"As a genre piece, I think it's really interesting -- well made and immersive. But as a kind of emotional movie that really pulled me in, I don't know if it did that.",2020-01-27,Monocle,https://monocle.com/radio/shows/monocle-on-culture/431/,TRUE,"history,drama,war",history,"drama,war",2020
1917,Jessica Mason,"1917 is not just an incredible film because it's about war, but because it is a film about humanity.",2020-01-27,The Mary Sue,https://www.themarysue.com/1917-diversity-history/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Siddhant Adlakha,"In a purely technical sense, 1917 achieves exactly what it sets out to do. But in the process, it loses the relationship between images and cinema's ability to create meaning beneath the surface.",2020-01-27,Polygon,https://www.polygon.com/2020/1/27/21082973/1917-sam-mendes-oscars-2020-one-take-movie-george-mackay,FALSE,"history,drama,war",history,"drama,war",2020
1917,Pablo VillaĂ§a,"It's a technically impressive movie, but also an empty and trivial one. [Full review in Portuguese]",2020-01-25,Cinema em Cena,https://cinemaemcena.com.br/critica/filme/8519/1917,FALSE,"history,drama,war",history,"drama,war",2020
1917,Neil Soans,"1917 is tense, captivating, meticulous, horrifying and stirring.",2020-01-25,The Times of India,https://timesofindia.indiatimes.com/entertainment/english/movie-reviews/1917/movie-review/73229889.cms,FALSE,"history,drama,war",history,"drama,war",2020
1917,Rahul Desai,A masterclass in suspense-building from beginning to end...,2020-01-24,Film Companion,https://www.filmcompanion.in/1917-movie-review-a-gruelling-and-timeless-marriage-of-cinema-and-war,FALSE,"history,drama,war",history,"drama,war",2020
1917,Sucharita Tyagi,"This movie deserves to be watched in a cinema hall...choreography the likes of which I haven't seen, refusing to let you even breathe...",2020-01-24,Film Companion,https://www.youtube.com/watch?v=FEn-kALRwms,FALSE,"history,drama,war",history,"drama,war",2020
1917,Rashid Irani,"With a far more assured touch and with unrivalled intensity, Mendes gives us a film that encapsulates the madness and futility of war from way back in the last millennium right down to this day and age.",2020-01-24,Scroll.in,https://scroll.in/reel/950081/1917-movie-review-wwi-drama-is-heart-stopping-and-heartbreaking,FALSE,"history,drama,war",history,"drama,war",2020
1917,Michael Baumann,"Sam Mendes's Oscar-nominated film may be talked about for its beautiful direction and cinematography, but it should be long remembered for George MacKay's performance.",2020-01-24,The Ringer,https://www.theringer.com/movies/2020/1/21/21074554/1917-film-george-mackay-acting-performance-war-movies,FALSE,"history,drama,war",history,"drama,war",2020
1917,Sebastian Zavala Kahn,"It proves that its long takes, instead of being a way of making things more difficult or 'artistic', are a vital component for this particular story. [Full review in Spanish]",2020-01-24,Me gusta el cine,http://megustaelcine.com/critica-1917-un-guion-sencillo-pero-muy-bien-trabajado-que-brinda-una-experiencia-tensa-realista-y-cruda/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Roe McDermott,An emotional and artistic masterclass.,2020-01-23,Hot Press,https://www.hotpress.com/film-tv/film-review-1917-22801538,FALSE,"history,drama,war",history,"drama,war",2020
1917,Sheraz Farooqi,1917 has established itself as one of the best war films of all time. The incredible cinematography by Deakins & strong performance by George MacKay combine to create a beautiful experience.,2020-01-22,ComicBook Debate,https://comicbookdebate.com/2020/01/10/1917-review/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Israel Acosta Aroche,The film is pure spectacle and nothing more. [Full Review in Spanish],2020-01-22,KonexiĂłn,https://konexion.com.mx/review-de-1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Tony Baker,"The fresh thing about this one is its set up to look like one continuous tracking shot. The whole movie, the entire movie looks like it's just one continuous shot, which is pretty damn amazing.",2020-01-21,Tony Baker Comedy,https://www.youtube.com/playlist?list=PLB61OcZojuh9Rd45lnPmUh4XogKmqKqx5,FALSE,"history,drama,war",history,"drama,war",2020
1917,Carlos Bonfil,"Everything is monumental, as if the physical and moral devastation of the great war of 14-18 had to be seen through the distorting prism of the representation that Hollywood has provided for years. [Full Review in Spanish]",2020-01-21,La Jornada,https://www.jornada.com.mx/2020/01/19/opinion/a07a1esp,FALSE,"history,drama,war",history,"drama,war",2020
1917,Leonardo Garcia Tsao,It does not bother anyone. Its speech is noble. And it is impeccably filmed. [Full Review in Spanish],2020-01-21,La Jornada,https://www.jornada.com.mx/2020/01/18/opinion/a06a1esp,FALSE,"history,drama,war",history,"drama,war",2020
1917,Poulomi Das,It acquires an even greater meaning in light of the post-credit slate that reveals that the film is based loosely on stories of the director's grandfather's time in the war. A tribute to a life is one hell of an emotional anchor.,2020-01-21,ArrĂ©,https://www.arre.co.in/pop-culture/1917-review-sam-mendes-roger-deakins-world-war-1/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Jaby Koay,It's a beautifully made film.,2020-01-21,GET Jaby,https://www.youtube.com/watch?v=oOm8FYrCXT4,FALSE,"history,drama,war",history,"drama,war",2020
1917,Achara Kirk,I thought it was a fantastic movie.,2020-01-21,GET Jaby,https://www.youtube.com/watch?v=oOm8FYrCXT4,FALSE,"history,drama,war",history,"drama,war",2020
1917,Jorge Ignacio Castillo,"While narratively simple, 1917 is not devoid of heft.",2020-01-21,Planet S Magazine,https://planetsmag.com/2020-01-16/a-tale-of-two-soldiers/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Luis Fernando GalvĂˇn,A hypnotic visual event. [Full Review in Spanish],2020-01-21,En Filme,https://enfilme.com/en-cartelera/1917,FALSE,"history,drama,war",history,"drama,war",2020
1917,Frank Swietek,A uniquely powerful take on the carnage of the Great War...a viscerally potent view of a conflict often relegated to the mists of history.,2020-01-21,One Guy's Opinion,http://www.oneguysopinion.com/1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Sarah Cartland,"I was expecting an exciting and technical marvel, but it's an emotional one too. It's breathtaking, in that I didn't want to breathe.",2020-01-21,Caution Spoilers,https://www.cautionspoilers.com/film-reviews/1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Wenlei Ma,"It's an immersive, visceral and meticulously crafted film that has the emotional stakes to match.",2020-01-19,News.com.au,http://bit.ly/2sJ0zXu,TRUE,"history,drama,war",history,"drama,war",2020
1917,Phil Hall,The adventure turns into a grotesque exaggeration of Murphy's Law - anything that can go wrong happens tenfold.,2020-01-19,Cinema Crazed,http://cinema-crazed.com/blog/2020/01/19/1917-2019/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Jeffrey Overstreet,"Even if we grant it the distinction of being the first war film to play as one unbroken scene, we may also conclude that it's ultimately less than the sum of ... its part.",2020-01-19,Looking Closer,http://www.lookingcloser.org/blog/2020/01/18/1917/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Matt Brunson,"One of 2019's very best (second only to Marriage Story), 1917 is a war movie whose soulfulness elevates the picture into something approaching grace.",2020-01-18,Film Frenzy,https://thefilmfrenzy.com/2020/01/10/1917-a-fine-vintage/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Neil Morris,"1917 would have been a great silent film, and that's a purposely backhanded compliment.",2020-01-18,Chatham News + Record (NC),"https://www.chathamnewsrecord.com/stories/visually-arresting-1917-captures-harrowing-horrors-of-wwi,4357?fbclid=IwAR12NeixSbr9IPc_6zgTqttT5S55MdUm67ExQxXWw-oRHyFAYG9pCv9nRJ8",FALSE,"history,drama,war",history,"drama,war",2020
1917,Caillou Pettis,1917 is an uncomfortably tense and suspenseful thrill-ride that is boosted with its masterful editing and cinematography that makes you feel like you're really there.,2020-01-18,Battle Royale With Cheese,https://battleroyalewithcheese.com/2020/01/1917-another-take/,FALSE,"history,drama,war",history,"drama,war",2020
1917,Matt Neal,"If nothing else, 1917 is the Mona Lisa of planning. But thankfully it's a lot more than that.",2020-01-18,ABC Radio (Australia),https://movies8mylife.blogspot.com/2020/01/1917.html,FALSE,"history,drama,war",history,"drama,war",2020
1917,Namrata Joshi,"The film dazzles at each step, one encounter and adventure after another shot like a set piece, complete in itself with MacKay's stoic presence adding to the pathos and poignancy.",2020-01-18,The Hindu,https://www.thehindu.com/entertainment/movies/1917-movie-review-digging-deep-into-the-trenches-dazzling-with-each-step/article30585736.ece,TRUE,"history,drama,war",history,"drama,war",2020
